,index,player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
18,18,Kyle Anderson,anderky01,2021,RS,MEM,4023,1887,1.229643276093003,2.22595270818408,3.455595984277084,-2.168821038189324,1.610060776700616,-0.5587602614887079,0.5999820436009232,2.217285642956474,2.817267686557397,5.379237123622119,5.379237123622119,0.0,0.4633404716252956,2.173779914690753,2.637120386316048,0.3648162857919877
19,19,Giannis Antetokounmpo,antetgi01,2021,PO,MIL,1633,800,4.159936698571368,2.336093153097411,6.496029851668778,-0.9324779108159336,6.443495520561888,5.511017609745955,3.343624325163801,3.236280509256716,6.579904834420518,3.948106789201526,0.0,3.948106789201526,2.910820442452246,3.865650862273149,6.776471304725395,0.5142046076292938
20,20,Giannis Antetokounmpo,antetgi01,2021,RS,MIL,4369,2013,5.135909480054218,1.584510814508152,6.72042029456237,1.67872593863878,3.283865595876308,4.962591534515088,4.583794929179528,2.007571801457564,6.591366730637092,9.718689425925076,9.718689425925076,0.0,4.59919832356246,1.873143618049459,6.472341941611918,1.313541306768096
21,21,Kostas Antetokounmpo,antetko01,2021,RS,LAL,131,56,-11.70747232223753,4.734310004473754,-6.973162317763772,-3.195001391215697,11.27358847050127,8.078587079285573,-10.62943492760812,6.305127735845065,-4.324307191763051,-0.0458671549930535,-0.0458671549930535,0.0,-10.14046316981067,1.525994444062985,-8.61446872574769,1.99194112763714
22,22,Thanasis Antetokounmpo,antetth01,2021,PO,MIL,104,45,-4.696386855366111,3.346955896971303,-1.349430958394808,-13.8123465117315,8.129779647773468,-5.682566863958032,-6.922335499076472,4.441947118786236,-2.480388380290236,0.0065413718708477,0.0,0.0065413718708477,-6.354286199720204,6.121483211928243,-0.2328029877919606,2.415755953588484
23,23,Thanasis Antetokounmpo,antetth01,2021,RS,MIL,1224,551,-2.79286805753402,1.516055707629988,-1.276812349904032,-2.052538548508454,3.327883914241488,1.275345365733034,-2.851437996702171,1.954997355894088,-0.8964406408080836,0.5223743585590656,0.5223743585590656,0.0,-2.301396870679003,0.8433377157505989,-1.458059154928404,0.2521884769989707
24,24,Carmelo Anthony,anthoca01,2021,PO,POR,284,143,1.780589856207704,-0.6801371149098141,1.10045274129789,-8.753758106395578,-19.36481531645058,-28.11857342284616,-0.4730898567641575,-4.556303193920775,-5.029393050684932,-0.1702396215080628,0.0,-0.1702396215080628,-3.559584279729699,-7.0907602213269,-10.6503445010566,-0.7302411590882564
25,25,Carmelo Anthony,anthoca01,2021,RS,POR,3494,1690,0.8082252886606216,-2.295908992163305,-1.487683703502684,-1.382867796416587,-3.644788669892605,-5.027656466309192,0.3187247467348128,-2.671211704970081,-2.352486958235268,0.338293712466061,0.338293712466061,0.0,0.593933850884842,-3.36894239832107,-2.775008547436228,-1.313097285352901
26,26,Cole Anthony,anthoco01,2021,RS,ORL,2654,1273,-2.102198666024884,-2.460234816705964,-4.562433482730848,-2.183483896862898,-4.622801749541188,-6.806285646404086,-2.115857798067352,-3.023278839916223,-5.139136637983576,-1.54304640240434,-1.54304640240434,0.0,-2.692540423330273,-2.700718688032526,-5.393259111362799,-0.5636119092887002
27,27,OG Anunoby,anunoog01,2021,RS,TOR,2982,1433,-0.1376148028355624,1.983459363011347,1.845844560175784,1.447381871542943,2.786792965137823,4.234174836680766,0.1826123945883927,2.283140279872985,2.465752674461378,3.821526409939356,3.821526409939356,0.0,0.3710207606475417,2.469563311434308,2.840584072081849,0.217215606401348
28,28,Ryan Arcidiacono,arcidry01,2021,RS,CHI,930,450,0.4654168498524451,-0.0771864871819433,0.3882303626705018,-2.343043714518741,2.649239293630557,0.3061955791118161,-0.0650815029952672,0.4854773890740417,0.4203958860787745,0.7209102453569359,0.7209102453569359,0.0,-0.0913717468307565,0.1875179730698902,0.0961462262391337,-0.9684277405119002
29,29,Trevor Ariza,arizatr01,2021,PO,MIA,206,96,-5.054457692802622,2.509394719140029,-2.545062973662593,-15.53861362567474,10.80120691945571,-4.73740670621903,-7.448770543945932,4.395728188234874,-3.053042355711058,-0.0155871367851184,0.0,-0.0155871367851184,-6.441583153434381,3.858360580941224,-2.583222572493157,1.786926109211271
30,30,Trevor Ariza,arizatr01,2021,RS,MIA,1723,841,-1.70442326705844,3.143085937975318,1.438662670916877,2.22104234197207,-0.3980970461612605,1.82294529581081,-0.9859610029781886,2.581710386947832,1.595749383969643,1.864677668400468,1.864677668400468,0.0,-0.839512463064463,2.725721089773995,1.886208626709531,0.0006143638706375
31,31,D.J. Augustin,augusdj01,2021,RS,MIL,1523,713,-0.1767515857706968,-1.454480545699068,-1.631232131469765,1.070615053586289,1.304760167658771,2.375375221245061,0.0421457990101149,-1.017810111760714,-0.9756643127505988,0.6390667904635657,0.6390667904635657,0.0,-0.0228413779049989,-1.817190946022822,-1.840032323927821,-0.999338932492796
32,32,D.J. Augustin,augusdj01,2021,RS,HOU,876,416,2.098560110360511,-3.960870257985543,-1.862310147625033,-0.7791369731193625,-8.233595043380047,-9.01273201649941,1.701274428242977,-5.0743754611765,-3.373101032933523,-0.1317683360743219,-0.1317683360743219,0.0,1.210607521881675,-5.890943640982783,-4.680336119101108,-0.3669694883384108
33,33,Deni Avdija,avdijde01,2021,RS,WAS,2783,1257,-2.527884200695009,0.6073017364988609,-1.920582464196148,-1.287272836311365,0.4436782077549886,-0.8435946285563767,-2.430218592834662,0.6286395557548478,-1.801579037079815,0.6082298817902728,0.6082298817902728,0.0,-2.394816584696026,1.134382950221382,-1.260433634474644,-0.0021213060675188
34,34,Deandre Ayton,aytonde01,2021,PO,PHO,1607,801,-0.0222503679709667,3.872126735714555,3.849876367743589,-1.102534147566187,2.387542961423947,1.28500881385776,-0.3122152348684408,3.696058628755939,3.383843393887498,2.575105259231635,0.0,2.575105259231635,0.2844294532399987,3.203651333459687,3.488080786699686,-0.3879247214211169
35,35,Deandre Ayton,aytonde01,2021,RS,PHO,4320,2115,-0.9533614450404668,2.044747711560569,1.091386266520102,4.069222286265998,-3.539112383014196,0.5301099032518022,-0.0090556384830008,0.9879779144308876,0.9789222759478868,3.985945026846196,3.985945026846196,0.0,0.2139394159810775,0.7863631755260837,1.000302591507161,-0.949447984091228
36,36,Udoka Azubuike,azubuud01,2021,PO,UTA,2,1,0.974626269234262,66.95770340367211,67.93232967290638,-17.2017572537447,65.729832966649,48.5280757129043,-2.756514801471017,71.02480110790626,68.26828630643524,0.0365297636035527,0.0,0.0365297636035527,0.1855100605514508,59.01222388656127,59.19773394711272,-2.204881134249837
37,37,Udoka Azubuike,azubuud01,2021,RS,UTA,124,57,-5.242247660796906,-3.147056118176803,-8.389303778973709,-26.26538424916162,-8.853244986557494,-35.11862923571911,-10.05147791113712,-4.641482184626442,-14.69296009576356,-0.349161508885145,-0.349161508885145,0.0,-8.462312994456918,-4.193177203071143,-12.65549019752806,0.5359662049237929
38,38,Dwayne Bacon,bacondw01,2021,RS,ORL,3875,1853,-2.465219315073017,-1.703232459133591,-4.168451774206607,-4.240137693741542,-1.557575806724308,-5.79771350046585,-2.886516115830193,-1.74327645070207,-4.629792566532263,-1.766781156107333,-1.766781156107333,0.0,-3.525545314220981,-1.868990546567104,-5.394535860788086,-0.5895462411869686
39,39,Marvin Bagley III,baglema01,2021,RS,SAC,2346,1112,-2.385206825589309,-0.2048497197491361,-2.590056545338445,0.2719268382171861,-2.104638817878238,-1.832711979661052,-2.006639053155341,-0.5464795049089778,-2.553118558064319,0.1117922931387676,0.1117922931387676,0.0,-1.934716792543535,-1.156054919526983,-3.090771712070517,0.0841656165507403
40,40,LaMelo Ball,ballla01,2021,RS,CHA,3163,1469,1.617250594801223,-0.6034396340253485,1.013810960775875,-1.334610104061083,-1.770845581121004,-3.105455685182087,1.150654605911597,-0.8857448511773045,0.2649097547342922,2.308454455736256,2.308454455736256,0.0,1.860643287676182,-0.4070563951111877,1.453586892564995,2.182004521898802
41,41,Lonzo Ball,balllo01,2021,RS,NOP,3669,1747,1.052859900134584,0.2645293064562212,1.317389206590805,2.563461632219069,0.737646604020088,3.301108236239157,1.417085896697442,0.3991991844377001,1.816285081135142,4.085533986725798,4.085533986725798,0.0,1.823472377904327,0.9768126927935696,2.800285070697897,0.3849364320292393
42,42,Mo Bamba,bambamo01,2021,RS,ORL,1527,725,-1.884049336266471,-0.9199227580709206,-2.803972094337392,-0.9458074725575618,-4.364523763954355,-5.310331236511917,-1.685830590749583,-1.629211995845838,-3.315042586595421,-0.2096921664568242,-0.2096921664568242,0.0,-1.187296480752513,-1.63900835064987,-2.826304831402383,0.3312977873038835
43,43,Desmond Bane,banede01,2021,PO,MEM,217,99,2.523109108194218,-0.0196052645562772,2.503503843637941,-0.3634392995547679,-0.2916667518815584,-0.6551060514363263,1.935328048272712,-0.0055047466382958,1.929823301634417,0.2478875568539121,0.0,0.2478875568539121,2.604073378960826,0.4238268463613417,3.027900225322168,1.648653961855494
44,44,Desmond Bane,banede01,2021,RS,MEM,3219,1519,0.0505725605802864,-1.62350388252245,-1.572931321942163,0.2321586580657637,-1.115496845698343,-0.883338187632579,0.0973181783908164,-1.628915427746945,-1.531597249356129,0.939219605914556,0.939219605914556,0.0,-0.0544219945913362,-1.724468145914816,-1.778890140506152,-0.53842762829771
45,45,Harrison Barnes,barneha02,2021,RS,SAC,4430,2102,0.8300364805834433,-0.1431708801201289,0.6868656004633144,2.790584863893382,-0.2831873273783586,2.507397536515024,1.290212358815923,-0.1343013280129034,1.15591103080302,4.177446722173554,4.177446722173554,0.0,1.162880206467346,-0.6197562316702695,0.5431239747970761,-0.2750502505767085
46,46,RJ Barrett,barrerj01,2021,PO,NYK,321,162,0.9794066371571885,3.1411073673628,4.120514004519988,7.399532540377644,-11.93158952110311,-4.532056980725468,2.499127987374873,0.1399858362205043,2.639113823595377,0.4551952843629815,0.0,0.4551952843629815,0.9679740197508342,0.2456578663896138,1.213631886140448,-0.8959826279811333
47,47,RJ Barrett,barrerj01,2021,RS,NYK,5103,2511,-0.328585479779604,-0.4139059506818177,-0.7424914304614216,2.016189777415923,0.1622737170842002,2.178463494500123,0.1537332687721674,-0.3621856133422399,-0.2084523445700725,3.269867150016438,3.269867150016438,0.0,-0.3047301762484603,-0.0588430917679105,-0.3635732680163709,0.4298131635106466
48,48,Will Barton,bartowi01,2021,PO,DEN,174,83,3.312277140973389,-2.168937971266981,1.143339169706408,3.742752206744099,3.830022539287224,7.572774746031323,3.541956577596462,-1.025234187566908,2.516722390029554,0.2301375260716705,0.0,0.2301375260716705,2.469979860269583,-1.238536919720314,1.231442940549269,0.0492641446933827
49,49,Will Barton,bartowi01,2021,RS,DEN,3527,1736,-0.7960623374800908,-1.656033390443801,-2.452095727923892,2.896486082052196,-2.167017329138394,0.7294687529138022,-0.1376937776404296,-1.871275793246081,-2.008969570886511,0.6532273499960485,0.6532273499960485,0.0,-0.1463475538617875,-1.702637609662819,-1.848985163524606,-0.4782589675201006
50,50,Keita Bates-Diop,bateske01,2021,RS,SAS,525,245,-1.350749958368276,1.27615535026987,-0.0745946080984061,-4.09590567732861,-2.545625454043277,-6.641531131371887,-1.974790227309664,0.5718679146556845,-1.402922312653979,0.1672053133885401,0.1672053133885401,0.0,-1.889172487460977,-1.149751296720446,-3.038923784181423,-0.706454356277507
51,51,Nicolas Batum,batumni01,2021,PO,LAC,1104,555,1.995406341836908,1.296117510562982,3.291523852399889,13.06864312031244,3.56843655522788,16.63707967554032,4.34203165192661,1.82676468337865,6.16879633530526,2.594658239538798,0.0,2.594658239538798,4.350046585360141,2.882988215859556,7.233034801219697,-0.3764186089600025
52,52,Nicolas Batum,batumni01,2021,RS,LAC,3766,1835,-0.1758346882908896,2.49757503610579,2.3217403478149,1.13056830978897,1.970576197351135,3.101144507140105,0.0448789656298476,2.519466824239482,2.56434578986933,4.964699106171577,4.964699106171577,0.0,0.2484139685318197,2.269629485726325,2.518043454258145,-0.2167884466939518
53,53,Aron Baynes,baynear01,2021,RS,TOR,2068,980,-5.008501301729924,1.300574452634939,-3.707926849094986,-3.534400966072849,-2.077565128525707,-5.611966094598555,-5.020789823178012,0.6753887108943522,-4.34540111228366,-0.7971833681563971,-0.7971833681563971,0.0,-5.153262296417974,0.582515403491548,-4.570746892926427,-0.0646605347420129
54,54,Kent Bazemore,bazemke01,2021,RS,GSW,2882,1333,-2.489596184616915,2.003068150017934,-0.4865280345989804,0.6665291713532867,4.804201168950502,5.470730340303789,-1.973212016131332,2.674412563256438,0.7012005471251053,2.355999487761563,2.355999487761563,0.0,-2.47434643183174,2.762278826602369,0.2879323947706292,0.3807225551588345
55,55,Darius Bazley,bazleda01,2021,RS,OKC,3658,1714,-4.49273087604482,-0.3907234036720374,-4.883454279716857,-4.206207996270431,-1.639776011297284,-5.845984007567715,-4.577452868539421,-0.6453785266005383,-5.222831395139959,-2.169706491146879,-2.169706491146879,0.0,-4.841423747047895,-1.54757726544856,-6.389001012496456,0.3389133821957686
56,56,Bradley Beal,bealbr01,2021,PO,WAS,422,195,2.627569016301004,3.201648300615666,5.829217316916671,10.07781836745436,-16.13862144412736,-6.060803076673,4.493465029127928,-0.5453784996960991,3.948086529431829,0.6986234833530889,0.0,0.6986234833530889,7.914667539719872,-3.979465732584781,3.935201807135091,1.618285598865223
57,57,Bradley Beal,bealbr01,2021,RS,WAS,4706,2147,4.814454085744762,-1.373832375662033,3.440621710082729,5.536804304953325,-4.146214718979032,1.390589585974292,5.313142408053317,-2.027984565558191,3.285157842495126,6.683198925665113,6.683198925665113,0.0,4.476306029248613,-1.744081589380093,2.732224439868521,1.104181262362575
58,58,Malik Beasley,beaslma01,2021,RS,MIN,2582,1214,0.868200510808852,-2.533668610253594,-1.665468099444742,-0.4333534214799185,-1.321962447260776,-1.755315868740695,0.7090712285172894,-2.412757395102514,-1.703686166585225,0.647867725358772,0.647867725358772,0.0,0.7476064170238675,-1.729499975416745,-0.9818935583928772,-0.0313283789169438
59,59,Jordan Bell,belljo01,2021,RS,GSW,32,15,-3.873240431011048,-13.35882951478581,-17.23206994579686,10.65252306588315,-6.939468576231181,3.713054489651973,-1.090418389727706,-12.8972900403936,-13.98770843012131,-0.0868055743670187,-0.0868055743670187,0.0,1.317071476930776,-12.08946088253409,-10.77238940560331,0.9432727616295272
60,60,Jordan Bell,belljo01,2021,RS,WAS,138,67,-6.248973445658619,0.1448327372536806,-6.104140708404938,-10.94146372535946,-0.6448681968794541,-11.58633192223891,-7.605522348977351,0.0148226714443407,-7.59069967753301,-0.1642663306321984,-0.1642663306321984,0.0,-7.874999995396847,-0.7655199296700473,-8.640519925066894,-0.7354794130950121
61,61,DeAndre' Bembry,bembrde01,2021,RS,TOR,2047,972,-2.270789203081718,0.2636726736512965,-2.007116529430421,-1.523676981143788,2.527074678614146,1.003397697470358,-2.27235528028864,0.764584654206115,-1.507770626082525,0.6181622190832794,0.6181622190832794,0.0,-2.455739584117179,0.4018210120178795,-2.053918572099299,0.3479499540753192
62,62,Davis Bertans,bertada01,2021,PO,WAS,230,106,1.818123428444862,-4.196380851746978,-2.378257423302117,2.084878130912599,-4.662522406974278,-2.577644276061679,1.895476158245514,-4.458127326132121,-2.562651167886608,0.0104699349417221,0.0,0.0104699349417221,3.641059368351932,-5.41296086193961,-1.771901493587678,0.1890532879586501
63,63,Davis Bertans,bertada01,2021,RS,WAS,3250,1464,1.727896604431244,-0.9372432579451578,0.7906533464860862,2.0606260035149,0.5182744193699023,2.578900422884802,1.905881511041247,-0.680973067466081,1.224908443575166,2.981333915844966,2.981333915844966,0.0,1.508409953327298,-0.6812875971956267,0.827122356131671,0.4198377730155139
64,64,Patrick Beverley,beverpa01,2021,PO,LAC,645,323,0.7597307915326906,0.3420083900160262,1.101739181548717,-4.033989313405305,3.159512896278164,-0.8744764171271409,-0.2834186953046416,0.9304161198650174,0.6469974245603758,0.5737756746025602,0.0,0.5737756746025602,-0.0422829156313573,2.796077137404297,2.75379422177294,-0.6093404513415001
65,65,Patrick Beverley,beverpa01,2021,RS,LAC,1700,832,-0.3462371179577342,-0.5002868070928578,-0.8465239250505919,0.1105722179161919,2.250426261408779,2.360998479324971,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,1.033487431242855,0.0,0.0933746980973235,1.134754822640171,1.228129520737494,-0.4642903471343938
66,66,Saddiq Bey,beysa01,2021,RS,DET,3956,1909,-0.6207480974908175,-2.365736339127149,-2.986484436617967,-4.1681466581586,0.335069537307768,-3.833077120850832,-1.349530292009287,-1.935164951138609,-3.284695243147896,-0.5201972387764334,-0.5201972387764334,0.0,-2.328344737874986,-2.034687060050459,-4.363031797925444,-0.1126238638234524
67,67,Tyler Bey,beyty01,2021,RS,DAL,159,71,-7.073761290594505,-3.531460260978427,-10.60522155157293,-14.42785407254703,-4.217012926336961,-18.64486699888399,-9.092241527855522,-3.898818768569478,-12.991060296425,-0.3713011483839008,-0.3713011483839008,0.0,-7.205672495479358,-4.483501796013488,-11.68917429149285,0.088988338037988
68,68,Khem Birch,birchkh01,2021,RS,ORL,1984,952,-1.980254987671366,2.074598081102821,0.0943430934314549,-1.781076561791428,2.503920425424796,0.7228438636333685,-2.010932574248554,2.342594749235712,0.3316621749871582,1.483907887153066,1.483907887153066,0.0,-2.846050311714306,1.236709627317276,-1.609340684397029,-0.8694107185806217
69,69,Khem Birch,birchkh01,2021,RS,TOR,1192,577,-1.479315623597057,1.653829389378888,0.1745137657818312,1.638920314455728,-1.497024417936594,0.1418958965191344,-0.9240457288615184,1.107016379341854,0.1829706504803359,0.8595151388950926,0.8595151388950926,0.0,-0.9023216196992891,1.508604667925183,0.6062830482258933,-0.4571056155710141
70,70,Goga Bitadze,bitadgo01,2021,RS,IND,1230,561,-0.5185084792827407,-0.3756260613139958,-0.8941345405967365,0.1414183570291793,-0.3467811839056879,-0.2053628268765086,-0.407171452075365,-0.3916160120326436,-0.7987874641080086,0.5587065632955112,0.5587065632955112,0.0,-0.026674159153428,0.0975619557976647,0.0708877966442366,0.0409015555572697
71,71,Bismack Biyombo,biyombi01,2021,RS,CHA,2796,1349,-5.059149206098385,1.264678930536106,-3.794470275562279,-6.06276744290119,-1.144097192739822,-7.206864635641012,-5.596558192617486,0.8527226977866166,-4.743835494830869,-1.36557057788835,-1.36557057788835,0.0,-5.694816753478385,-0.5092140174708686,-6.204030770949253,-0.4934655387022671
72,72,Nemanja Bjelica,bjeline01,2021,PO,MIA,59,30,8.488636224261064,-2.256161561305606,6.232474662955459,1.117940621039856,-9.259068198234132,-8.141127577194274,7.69024627861158,-3.820080292021713,3.870165986589867,0.1050567166208328,0.0,0.1050567166208328,6.438155148899754,-3.923303006927105,2.514852141972649,0.5169290236594714
73,73,Nemanja Bjelica,bjeline01,2021,RS,MIA,318,156,1.182834087916232,-2.24403501025704,-1.061200922340808,7.301314478469236,-6.581905066508258,0.719409411960978,2.527129416274133,-3.31441415321757,-0.787284736943437,0.1555536341062039,0.1555536341062039,0.0,2.598593274530165,-1.52245983098442,1.076133443545745,-0.427414152527417
74,74,Nemanja Bjelica,bjeline01,2021,RS,SAC,929,439,-1.481237271932532,-3.068387636699796,-4.549624908632328,-3.930338295678637,-1.863938428100349,-5.794276723778987,-2.087018750680484,-2.92770480115653,-5.014723551837014,-0.5078992240584786,-0.5078992240584786,0.0,-2.234540710181643,-3.020111311010596,-5.254652021192239,0.1296772689989933
75,75,Eric Bledsoe,bledser01,2021,RS,NOP,4471,2111,-0.709390075937854,-1.185442936171737,-1.894833012109591,0.927891838523674,-3.839917677063121,-2.912025838539448,-0.4286983311366459,-1.79519079039915,-2.223889121535795,0.5691020929757342,0.5691020929757342,0.0,-0.2989683088269242,-1.52629015092368,-1.825258459750604,0.4390435649494335
76,76,Keljin Blevins,blevike01,2021,PO,POR,9,4,-0.6208111023507392,-15.24618428012065,-15.86699538247139,11.81592765975163,-18.20531705682208,-6.389389397070449,1.775590511073005,-16.74372157312906,-14.96813106205606,-0.0261978088485274,0.0,-0.0261978088485274,1.04349180313533,-16.37551725725935,-15.33202545412402,1.834865526516228
77,77,Keljin Blevins,blevike01,2021,RS,POR,175,75,-6.712241865232874,-4.461386498466121,-11.173628363699,-15.71347217755572,5.241675832789816,-10.47179634476591,-9.055943044208156,-2.662280222909461,-11.71822326711762,-0.3489610668109157,-0.3489610668109157,0.0,-7.445693809902695,-5.162722839255605,-12.6084166491583,1.704276613188125
78,78,Bogdan Bogdanovic,bogdabo01,2021,PO,ATL,1208,598,-0.1608706170328564,4.192242355770697,4.031371738737841,5.133225183725941,1.117868184235894,6.251093367961835,0.926495238624321,3.756494544862654,4.682989783486975,2.328378943192122,0.0,2.328378943192122,4.736752372936856,3.981001501348823,8.717753874285679,-0.4420879733817122
79,79,Bogdan Bogdanovic,bogdabo01,2021,RS,ATL,2708,1305,3.192290255374188,0.7564027421238269,3.948692997498015,2.585726587430008,-1.009966634762825,1.575759952667183,3.227149617936604,0.4314269440284159,3.65857656196502,4.251352547627469,4.251352547627469,0.0,3.212975090980678,0.5302495686829557,3.743224659663634,-0.3679489595622806
