,index,player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
0,0,Precious Achiuwa,achiupr01,2021,PO,MIA,24,12,-20.13015022384491,13.44586878765987,-6.684281436185042,-12.89760948244911,25.76623239995153,12.86862291750241,-19.52421578888442,16.88536478602382,-2.638851002860601,0.0007213382661022,0.0,0.0007213382661022,-14.2398128917133,7.007385954837463,-7.232426936875842,2.725035504195108
1,1,Precious Achiuwa,achiupr01,2021,RS,MIA,1557,737,-3.876226664949832,1.172972197646653,-2.703254467303179,-3.914411646857353,-1.331055925037481,-5.245467571894835,-4.11365954381496,0.7092635608766185,-3.404395982938342,-0.2467763890141763,-0.2467763890141763,0.0,-3.657063762175829,0.3741334787152359,-3.282930283460593,0.2922265755063235
2,2,Jaylen Adams,adamsja01,2021,RS,MIL,41,18,-13.07811206524385,-3.298021127143402,-16.37613319238725,-26.63872288784674,7.257894122811374,-19.38082876503537,-16.82614598684294,-1.405128757447878,-18.23127474429081,-0.1395909669229828,-0.1395909669229828,0.0,-12.86383997073559,-4.114458838414001,-16.97829880914959,-1.834433202271871
3,3,Steven Adams,adamsst01,2021,RS,NOP,3313,1605,-1.463698040302408,2.084762655974076,0.6210646156716675,3.476685928295701,-3.62578670206067,-0.1491007737649688,-0.5422968857270318,1.044020901375203,0.5017240156481708,2.630392460475527,2.630392460475527,0.0,-0.7283666850613467,1.333237332272016,0.6048706472106694,-1.226775224493624
4,4,Bam Adebayo,adebaba01,2021,PO,MIA,293,136,-4.199526978051793,-0.7456521920805851,-4.945179170132378,-2.739388970299278,11.06013903703619,8.320750066736915,-3.965208747316496,1.67965398184255,-2.285554765473947,0.0338520701961142,0.0,0.0338520701961142,-3.413399067756377,1.575706367256419,-1.837692700499958,1.814532787098083
5,5,Bam Adebayo,adebaba01,2021,RS,MIA,4362,2143,0.2332925923824105,2.069195499868645,2.302488092251056,0.8215851060942166,0.1397398040958246,0.9613249101900412,0.3884992446294018,1.780973979940327,2.169473224569729,5.372651993406977,5.372651993406977,0.0,0.3817193924681303,1.439492007842533,1.821211400310664,-0.1144482278479755
6,6,LaMarcus Aldridge,aldrila01,2021,RS,SAS,1138,544,-3.087085399893438,-0.9550212909930896,-4.042106690886528,-1.886924386697094,-2.351192860729431,-4.238117247426525,-3.010903109465083,-1.281931967086538,-4.292835076551621,-0.4263743519559068,-0.4263743519559068,0.0,-3.040172590375569,-0.5095533090061194,-3.549725899381688,-0.4333397929974169
7,7,LaMarcus Aldridge,aldrila01,2021,RS,BRK,265,130,-0.8708777006613144,1.091187195145843,0.2203094944845285,4.687151898488887,0.3568202682874608,5.043972166776348,0.1511870824312404,1.016057194428981,1.167244276860221,0.2587095652443001,0.2587095652443001,0.0,0.8411488879811495,0.3487233364565537,1.189872224437703,-0.4296794521419376
8,8,Nickeil Alexander-Walker,alexani01,2021,RS,NOP,2109,1007,-0.8615831981524991,0.7079827083220053,-0.1536004898304938,-2.789302282316365,0.2900261014664397,-2.499276180849925,-1.330796542096287,0.6886160071676919,-0.6421805349285952,1.087195882880593,1.087195882880593,0.0,-0.542900444983253,0.8097760181494571,0.2668755731662041,0.3970775203655505
9,9,Ty-Shon Alexander,alexaty01,2021,PO,PHO,3,1,25.86796699045825,-3.340924940111826,22.52704205034642,-24.17839910898387,-0.5639773510657436,-24.74237646004961,16.97498325656633,-2.895703823068639,14.07927943349769,0.0089040554321373,0.0,0.0089040554321373,12.10047223952215,-8.695566933534414,3.404905305987732,0.5370563219342965
10,10,Ty-Shon Alexander,alexaty01,2021,RS,PHO,98,47,-2.977130788801976,-1.617488026979883,-4.594618815781859,-7.897569326364366,-1.384788240860896,-9.282357567225263,-4.223766718788091,-1.715589462831687,-5.939356181619777,-0.0761387167143775,-0.0761387167143775,0.0,-4.068195717426731,-4.92553722267245,-8.99373294009918,-0.4490804617515893
11,11,Grayson Allen,allengr01,2021,PO,MEM,245,116,-0.948345217922423,-3.180023143347922,-4.128368361270345,-7.68591233105028,-2.906059586662262,-10.59197191771254,-2.538643839709184,-3.199314909438189,-5.737958749147372,-0.1833293401129989,0.0,-0.1833293401129989,-0.1871928365409088,-1.333177926444105,-1.520370762985014,0.5091416137265448
12,12,Grayson Allen,allengr01,2021,RS,MEM,2684,1259,0.3547716478560722,0.4552467329597573,0.8100183808158294,-1.048064704937603,-0.5112398669863951,-1.559304571923998,0.0881656983665573,0.2672208457583509,0.3553865441249082,2.001217878076609,2.001217878076609,0.0,0.2750839608111285,0.2753560292182199,0.5504399900293484,0.3289553940802171
13,13,Jarrett Allen,allenja01,2021,RS,BRK,690,320,0.941308323961527,4.356140700621011,5.297449024582538,2.262121055132499,2.825379292291766,5.087500347424265,1.222435077350705,4.324291500325549,5.546726577676254,1.363338833741869,1.363338833741869,0.0,1.769438898097686,2.924036692875728,4.693475590973414,0.6546646229538957
14,14,Jarrett Allen,allenja01,2021,RS,CLE,3153,1544,-1.132597446202196,1.830268309419714,0.6976708632175177,-1.009432388772427,-2.275227504596119,-3.284659893368547,-1.106574441416949,1.119136496052208,0.0125620546352592,2.165595554827585,2.165595554827585,0.0,-1.344798795196137,0.5586750505851936,-0.7861237446109437,-0.4922774752451249
15,15,Al-Farouq Aminu,aminual01,2021,RS,CHI,134,67,-5.07823910643703,-0.7979242798675783,-5.876163386304608,1.50958539153535,8.078061894704684,9.587647286240031,-3.937669986644512,1.038555409901171,-2.89911457674334,-0.0050748676482538,-0.0050748676482538,0.0,-2.58096524489488,-0.6570290125666831,-3.237994257461563,-0.4432596856972975
16,16,Al-Farouq Aminu,aminual01,2021,RS,ORL,753,367,-3.426049783034188,3.58730328099593,0.1612534979617424,-2.619773032595669,0.0068716091820068,-2.612901423413662,-3.411658539122339,3.090442670352714,-0.3212158687696247,0.4557378271032452,0.4557378271032452,0.0,-3.109879017145748,1.95779495571787,-1.152084061427878,0.2140493134376177
17,17,Kyle Anderson,anderky01,2021,PO,MEM,300,142,1.101703107367124,5.259349052591643,6.361052159958767,-3.362855176820266,5.852575589640876,2.489720412820611,0.1201697877897442,5.78949856532261,5.909668353112354,0.6535354423426649,0.0,0.6535354423426649,2.765444321592178,7.829444814824146,10.59488913641632,0.9825069805741772
